Benbow_id	GI	NR_of_Genes	ATB_id	contig	containing_Genes	start	end	Strain	species_sylph	path
NC_007510.1	GI_15	2	SAMN08627953	SAMN08627953.contig00009	2	74549	76992	Burkholderia lata	Burkholderia contaminans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN08627953.fa.gz
NC_007510.1	GI_15	2	SAMEA7049020	SAMEA7049020.contig00002	2	627417	629829	Burkholderia lata	Burkholderia multivorans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.36/SAMEA7049020.fa.gz
NC_007510.1	GI_16	20	SAMN33797146	SAMN33797146.contig00029	17	44317	66199	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN33797146.fa.gz
NC_007510.1	GI_16	20	SAMEA3753257	SAMEA3753257.contig00006	17	65116	85898	Burkholderia lata	Burkholderia pyrrocinia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMEA3753257.fa.gz
NC_007510.1	GI_16	20	SAMN21545885	SAMN21545885.contig00038	17	23959	43475	Burkholderia lata	Burkholderia arboris	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN21545885.fa.gz
NC_007510.1	GI_16	20	SAMN28867986	SAMN28867986.contig00011	18	66742	87490	Burkholderia lata	Burkholderia pyrrocinia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN28867986.fa.gz
NC_007510.1	GI_16	20	SAMN23839374	SAMN23839374.contig00038	18	22989	42659	Burkholderia lata	Burkholderia stabilis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.102/SAMN23839374.fa.gz
NC_007510.1	GI_17	15	SAMN35982424	SAMN35982424.contig00012	13	120306	133857	Burkholderia lata	Burkholderia aenigmatica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.38/SAMN35982424.fa.gz
NC_007510.1	GI_17	15	SAMN21545892	SAMN21545892.contig00037	12	5048	15959	Burkholderia lata	Burkholderia arboris	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN21545892.fa.gz
NC_007510.1	GI_17	15	SAMEA5795699	SAMEA5795699.contig00036	13	35611	49163	Burkholderia lata	Burkholderia sp905232215	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.102/SAMEA5795699.fa.gz
NC_007510.1	GI_17	15	SAMN21545872	SAMN21545872.contig00040	12	5129	16040	Burkholderia lata	Burkholderia arboris	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN21545872.fa.gz
NC_007510.1	GI_17	15	SAMEA4939822	SAMEA4939822.contig00020	12	5075	15986	Burkholderia lata	Burkholderia arboris	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMEA4939822.fa.gz
NC_007510.1	GI_18	2	SAMN29271625	SAMN29271625.contig00001	2	532911	536960	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN29271625.fa.gz
NC_007510.1	GI_18	2	SAMN39202836	SAMN39202836.contig00034	2	20029	25886	Burkholderia lata	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202836.fa.gz
NC_007510.1	GI_18	2	SAMEA111505050	SAMEA111505050.contig00053	2	1	4007	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMEA111505050.fa.gz
NC_007510.1	GI_19	5	SAMEA6625599	SAMEA6625599.contig00024	4	14541	18548	Burkholderia lata	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625599.fa.gz
NC_007510.1	GI_19	5	SAMN10617358	SAMN10617358.contig00047	4	7092	11099	Burkholderia lata	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN10617358.fa.gz
NC_007510.1	GI_19	5	SAMEA112639958	SAMEA112639958.contig00013	4	18808	22815	Burkholderia lata	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMEA112639958.fa.gz
NC_007510.1	GI_19	5	SAMEA807042	SAMEA807042.contig00040	4	13309	17316	Burkholderia lata	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA807042.fa.gz
NC_007510.1	GI_20	5	SAMN34285023	SAMN34285023.contig00058	5	36963	40923	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN34285023.fa.gz
NC_007510.1	GI_20	5	SAMN21855391	SAMN21855391.contig00006	5	255756	259737	Burkholderia lata	Burkholderia orbicola	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN21855391.fa.gz
NC_007510.1	GI_20	5	SAMN39950050	SAMN39950050.contig00001	5	9345	13576	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.38/SAMN39950050.fa.gz
NC_007510.1	GI_21	15	SAMN20792629	SAMN20792629.contig00006	12	139878	159916	Burkholderia lata	Burkholderia aenigmatica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN20792629.fa.gz
NC_007510.1	GI_21	15	SAMN04113165	SAMN04113165.contig00039	12	33897	45962	Burkholderia lata	Burkholderia contaminans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN04113165.fa.gz
NC_007510.1	GI_21	15	SAMN25026202	SAMN25026202.contig00004	12	460760	480798	Burkholderia lata	Burkholderia aenigmatica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN25026202.fa.gz
NC_007510.1	GI_21	15	SAMN20792625	SAMN20792625.contig00003	12	286526	306564	Burkholderia lata	Burkholderia aenigmatica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN20792625.fa.gz
NC_007510.1	GI_22	14	SAMEA104091990	SAMEA104091990.contig00004	13	266043	274168	Burkholderia lata	Burkholderia contaminans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMEA104091990.fa.gz
NC_007510.1	GI_22	14	SAMN40603091	SAMN40603091.contig00063	12	8810	16863	Burkholderia lata	Burkholderia contaminans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.38/SAMN40603091.fa.gz
NC_007510.1	GI_22	14	SAMN04113171	SAMN04113171.contig00019	12	30691	38814	Burkholderia lata	Burkholderia contaminans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN04113171.fa.gz
NC_007510.1	GI_22	14	SAMN08362572	SAMN08362572.contig00018	12	30687	38810	Burkholderia lata	Burkholderia contaminans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN08362572.fa.gz
NC_007510.1	GI_22	14	SAMN20792616	SAMN20792616.contig00037	12	41507	49332	Burkholderia lata	Burkholderia aenigmatica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN20792616.fa.gz
NC_007510.1	GI_27	4	SAMEA4787293	SAMEA4787293.contig00049	4	32153	37565	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMEA4787293.fa.gz
NC_007510.1	GI_27	4	SAMN10163212	SAMN10163212.contig00004	4	27147	32559	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN10163212.fa.gz
NC_007510.1	GI_27	4	SAMN05001920	SAMN05001920.contig00041	4	22875	28287	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN05001920.fa.gz
NC_007510.1	GI_27	4	SAMN03449379	SAMN03449379.contig00046	4	22314	27769	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMN03449379.fa.gz
NC_007510.1	GI_28	14	SAMN06462260	SAMN06462260.contig00037	14	29397	51346	Burkholderia lata	Burkholderia vietnamiensis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.102/SAMN06462260.fa.gz
NC_007510.1	GI_28	14	SAMN03449298	SAMN03449298.contig00024	14	100701	122555	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMN03449298.fa.gz
NC_007510.1	GI_28	14	SAMN03449505	SAMN03449505.contig00013	14	100701	122555	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMN03449505.fa.gz
NC_007510.1	GI_29	7	SAMN05001798	SAMN05001798.contig00030	7	93255	98846	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN05001798.fa.gz
NC_007510.1	GI_29	7	SAMEA55372918	SAMEA55372918.contig00048	7	18095	23697	Burkholderia lata	Burkholderia stabilis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.102/SAMEA55372918.fa.gz
NC_007510.1	GI_29	7	SAMN39506585	SAMN39506585.contig00070	7	6077	11680	Burkholderia lata	Burkholderia dolosa	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.19/SAMN39506585.fa.gz
NC_007510.1	GI_3	3	SAMN20858485	SAMN20858485.contig00002	3	70037	73001	Burkholderia lata	Burkholderia anthina	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN20858485.fa.gz
NC_007510.1	GI_3	3	SAMN39202937	SAMN39202937.contig00033	3	23618	26579	Burkholderia lata	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202937.fa.gz
NC_007510.1	GI_3	3	SAMEA14370974	SAMEA14370974.contig00013	3	98525	101486	Burkholderia lata	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14370974.fa.gz
NC_007510.1	GI_3	3	SAMEA2067077	SAMEA2067077.contig00036	3	74847	77808	Burkholderia lata	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA2067077.fa.gz
NC_007510.1	GI_30	5	SAMN39963992	SAMN39963992.contig00157	5	5428	11613	Burkholderia lata	Burkholderia multivorans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.21/SAMN39963992.fa.gz
NC_007510.1	GI_30	5	SAMN03198098	SAMN03198098.contig00031	5	75426	84035	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN03198098.fa.gz
NC_007510.1	GI_30	5	SAMN39507085	SAMN39507085.contig00079	4	3094	11350	Burkholderia lata	Burkholderia dolosa	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.19/SAMN39507085.fa.gz
NC_007510.1	GI_31	5	SAMN03449531	SAMN03449531.contig00011	4	46049	50863	Burkholderia lata	Burkholderia ubonensis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.37/SAMN03449531.fa.gz
NC_007510.1	GI_31	5	SAMEA4417400	SAMEA4417400.contig00019	5	137766	143294	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMEA4417400.fa.gz
NC_007510.1	GI_31	5	SAMN41059550	SAMN41059550.contig00042	4	33837	37663	Burkholderia lata	Burkholderia multivorans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.21/SAMN41059550.fa.gz
NC_007510.1	GI_32	4	SAMN03197606	SAMN03197606.contig00058	4	25359	31104	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN03197606.fa.gz
NC_007510.1	GI_32	4	SAMN09073391	SAMN09073391.contig00004	4	91977	97659	Burkholderia lata	Burkholderia stagnalis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.102/SAMN09073391.fa.gz
NC_007510.1	GI_32	4	SAMN36729057	SAMN36729057.contig00051	4	35020	40770	Burkholderia lata	Burkholderia contaminans	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.38/SAMN36729057.fa.gz
NC_007510.1	GI_32	4	SAMEA5795698	SAMEA5795698.contig00040	4	37205	43520	Burkholderia lata	Burkholderia lata_B	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMEA5795698.fa.gz
NC_007510.1	GI_32	4	SAMN05001940	SAMN05001940.contig00072	4	6856	12600	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMN05001940.fa.gz
NC_007510.1	GI_4	4	SAMEA3752798	SAMEA3752798.contig00003	4	261555	264435	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMEA3752798.fa.gz
NC_007510.1	GI_4	4	SAMEA4417474	SAMEA4417474.contig00010	4	104878	107758	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMEA4417474.fa.gz
NC_007510.1	GI_4	4	SAMN21855396	SAMN21855396.contig00006	4	88551	91433	Burkholderia lata	Burkholderia seminalis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN21855396.fa.gz
NC_007510.1	GI_4	4	SAMN09073236	SAMN09073236.contig00009	4	203967	206847	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMN09073236.fa.gz
NC_007510.1	GI_4	4	SAMN03449282	SAMN03449282.contig00003	4	262368	265248	Burkholderia lata	Burkholderia cepacia_F	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN03449282.fa.gz
NC_007510.1	GI_5	3	SAMEA4417474	SAMEA4417474.contig00010	3	96035	99550	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMEA4417474.fa.gz
NC_007510.1	GI_5	3	SAMEA4417400	SAMEA4417400.contig00012	3	103572	107087	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMEA4417400.fa.gz
NC_007510.1	GI_5	3	SAMN07257383	SAMN07257383.contig00002	3	18889	22404	Burkholderia lata	Burkholderia aenigmatica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN07257383.fa.gz
NC_007510.1	GI_6	5	SAMEA104396208	SAMEA104396208.contig00069	5	4269	9487	Burkholderia lata	Burkholderia cenocepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.31/SAMEA104396208.fa.gz
NC_007510.1	GI_6	5	SAMN39950051	SAMN39950051.contig00053	5	34786	40571	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.38/SAMN39950051.fa.gz
NC_007510.1	GI_6	5	SAMEA7887066	SAMEA7887066.contig00012	5	73704	79480	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.38/SAMEA7887066.fa.gz
NC_007510.1	GI_7	5	SAMN28867978	SAMN28867978.contig00007	5	142552	149252	Burkholderia lata	Burkholderia pyrrocinia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN28867978.fa.gz
NC_007510.1	GI_7	5	SAMN03449167	SAMN03449167.contig00012	5	9442	16119	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMN03449167.fa.gz
NC_007510.1	GI_7	5	SAMN35982460	SAMN35982460.contig00025	5	89365	96041	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.38/SAMN35982460.fa.gz
NC_007510.1	GI_8	5	SAMEA5800760	SAMEA5800760.contig00002	5	185011	190200	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.32/SAMEA5800760.fa.gz
NC_007510.1	GI_8	5	SAMN39950049	SAMN39950049.contig00002	5	67610	72799	Burkholderia lata	Burkholderia cepacia	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.38/SAMN39950049.fa.gz
NC_007510.1	GI_8	5	SAMN03449147	SAMN03449147.contig00011	4	222518	227188	Burkholderia lata	Burkholderia ubonensis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.37/SAMN03449147.fa.gz
NC_007510.1	GI_9	14	SAMN21545891	SAMN21545891.contig00031	13	53509	67501	Burkholderia lata	Burkholderia arboris	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN21545891.fa.gz
NC_007510.1	GI_9	14	SAMN21545900	SAMN21545900.contig00041	13	53510	67502	Burkholderia lata	Burkholderia arboris	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN21545900.fa.gz
NC_007510.1	GI_9	14	SAMN20792614	SAMN20792614.contig00055	14	18883	33531	Burkholderia lata	Burkholderia aenigmatica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.101/SAMN20792614.fa.gz
NC_007510.1	GI_9	14	SAMEA3473589	SAMEA3473589.contig00006	14	147091	161759	Burkholderia lata	Burkholderia sp905232215	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.102/SAMEA3473589.fa.gz
NC_008023.1	GI_0	63	SAMN04870675	SAMN04870675.contig00008	51	654	50277	Streptococcus pyogenes MGAS2096	Clostridioides difficile	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.82/SAMN04870675.fa.gz
NC_008023.1	GI_0	63	SAMEA4537253	SAMEA4537253.contig00006	52	104411	163844	Streptococcus pyogenes MGAS2096	Clostridioides difficile	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.80/SAMEA4537253.fa.gz
NC_008023.1	GI_0	63	SAMN04848443	SAMN04848443.contig00005	51	62662	112284	Streptococcus pyogenes MGAS2096	Clostridioides difficile	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.82/SAMN04848443.fa.gz
NC_008322.1	GI_0	10	SAMN27717421	SAMN27717421.contig00003	10	450905	462451	Shewanella sp. MR-7	Shewanella sp000203935	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.138/SAMN27717421.fa.gz
NC_008322.1	GI_0	10	SAMN30525568	SAMN30525568.contig00011	10	136003	147540	Shewanella sp. MR-7	Shewanella sp000203935	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.138/SAMN30525568.fa.gz
NC_008322.1	GI_0	10	SAMD00320804	SAMD00320804.contig00003	10	198218	209736	Shewanella sp. MR-7	Shewanella sp000203935	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.137/SAMD00320804.fa.gz
NC_008322.1	GI_0	10	SAMN30525169	SAMN30525169.contig00026	10	59723	71252	Shewanella sp. MR-7	Shewanella seohaensis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.137/SAMN30525169.fa.gz
NC_008322.1	GI_5	9	SAMN27717420	SAMN27717420.contig00031	9	10761	23867	Shewanella sp. MR-7	Shewanella xiamenensis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.138/SAMN27717420.fa.gz
NC_008322.1	GI_5	9	SAMN27717421	SAMN27717421.contig00001	9	1147042	1160206	Shewanella sp. MR-7	Shewanella sp000203935	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.138/SAMN27717421.fa.gz
NC_008322.1	GI_5	9	SAMN30525169	SAMN30525169.contig00008	9	12420	25579	Shewanella sp. MR-7	Shewanella seohaensis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.137/SAMN30525169.fa.gz
NC_008322.1	GI_5	9	SAMN34383004	SAMN34383004.contig00002	8	115562	126872	Shewanella sp. MR-7	Shewanella xiamenensis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.138/SAMN34383004.fa.gz
NC_008322.1	GI_6	9	SAMD00320804	SAMD00320804.contig00004	9	190264	204316	Shewanella sp. MR-7	Shewanella sp000203935	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.137/SAMD00320804.fa.gz
NC_008322.1	GI_6	9	SAMD00320795	SAMD00320795.contig00004	9	190264	204316	Shewanella sp. MR-7	Shewanella sp000203935	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.137/SAMD00320795.fa.gz
NC_008322.1	GI_6	9	SAMD00320847	SAMD00320847.contig00004	9	195145	209197	Shewanella sp. MR-7	Shewanella sp000203935	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.137/SAMD00320847.fa.gz
NC_008322.1	GI_6	9	SAMN27717421	SAMN27717421.contig00001	9	1319001	1333063	Shewanella sp. MR-7	Shewanella sp000203935	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.138/SAMN27717421.fa.gz
NC_007778.1	GI_4	5	SAMN05892882	SAMN05892882.contig00011	5	108383	113733	Rhodopseudomonas palustris HaA2	Rhodopseudomonas pentothenatexigens	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN05892882.fa.gz
NC_007778.1	GI_4	5	SAMN11512945	SAMN11512945.contig00005	5	445873	451062	Rhodopseudomonas palustris HaA2	Rhodopseudomonas palustris_F	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN11512945.fa.gz
NC_007778.1	GI_4	5	SAMN03068704	SAMN03068704.contig00031	5	34651	39971	Rhodopseudomonas palustris HaA2	Rhodopseudomonas palustris_H	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN03068704.fa.gz
NC_007778.1	GI_4	5	SAMN40038562	SAMN40038562.contig00065	5	1380	6569	Rhodopseudomonas palustris HaA2	Rhodopseudomonas palustris_F	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.52/SAMN40038562.fa.gz
NC_007778.1	GI_4	5	SAMN40038541	SAMN40038541.contig00003	5	91572	96761	Rhodopseudomonas palustris HaA2	Rhodopseudomonas palustris_F	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.52/SAMN40038541.fa.gz
NC_007778.1	GI_9	7	SAMN17707985	SAMN17707985.contig00014	6	83977	91461	Rhodopseudomonas palustris HaA2	Bradyrhizobium manausense_C	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.100/SAMN17707985.fa.gz
