Accession,Start,End,Description,Label
NZ_CP051218.1,3486671,3500354,"NZ_CP051218.1|0|NZ_CP051218.1:3486671-3500354 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,4006808,4015295,"NZ_CP051218.1|0|NZ_CP051218.1:4006808-4015295 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,602665,618106,"NZ_CP051218.1|0|NZ_CP051218.1:602665-618106 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,827202,843233,"NZ_CP051218.1|0|NZ_CP051218.1:827202-843233 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3433278,3440723,"NZ_CP051218.1|0|NZ_CP051218.1:3433278-3440723 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,437867,450687,"NZ_CP051218.1|0|NZ_CP051218.1:437867-450687 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,1261990,1272343,"NZ_CP051218.1|0|NZ_CP051218.1:1261990-1272343 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3318468,3329643,"NZ_CP051218.1|0|NZ_CP051218.1:3318468-3329643 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3167579,3200314,"NZ_CP051218.1|0|NZ_CP051218.1:3167579-3200314 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,1140847,1152957,"NZ_CP051218.1|0|NZ_CP051218.1:1140847-1152957 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,2175919,2187845,"NZ_CP051218.1|0|NZ_CP051218.1:2175919-2187845 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3350865,3363430,"NZ_CP051218.1|0|NZ_CP051218.1:3350865-3363430 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,2330475,2355188,"NZ_CP051218.1|0|NZ_CP051218.1:2330475-2355188 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3809981,3821331,"NZ_CP051218.1|0|NZ_CP051218.1:3809981-3821331 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,2059881,2073373,"NZ_CP051218.1|0|NZ_CP051218.1:2059881-2073373 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,1116774,1124023,"NZ_CP051218.1|0|NZ_CP051218.1:1116774-1124023 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,1203960,1215154,"NZ_CP051218.1|0|NZ_CP051218.1:1203960-1215154 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,4396486,4425389,"NZ_CP051218.1|0|NZ_CP051218.1:4396486-4425389 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,4874349,4881806,"NZ_CP051218.1|0|NZ_CP051218.1:4874349-4881806 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,793985,804532,"NZ_CP051218.1|0|NZ_CP051218.1:793985-804532 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,1739342,1752736,"NZ_CP051218.1|0|NZ_CP051218.1:1739342-1752736 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,1781993,1791297,"NZ_CP051218.1|0|NZ_CP051218.1:1781993-1791297 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,205444,213932,"NZ_CP051218.1|0|NZ_CP051218.1:205444-213932 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,279882,292860,"NZ_CP051218.1|0|NZ_CP051218.1:279882-292860 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,4921996,4936060,"NZ_CP051218.1|0|NZ_CP051218.1:4921996-4936060 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3581484,3592445,"NZ_CP051218.1|0|NZ_CP051218.1:3581484-3592445 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,1538428,1558159,"NZ_CP051218.1|0|NZ_CP051218.1:1538428-1558159 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,274727,291942,"NZ_CP051218.1|0|NZ_CP051218.1:274727-291942 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3559971,3567220,"NZ_CP051218.1|0|NZ_CP051218.1:3559971-3567220 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,4326095,4341591,"NZ_CP051218.1|0|NZ_CP051218.1:4326095-4341591 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3967868,3988651,"NZ_CP051218.1|0|NZ_CP051218.1:3967868-3988651 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP051218.1,3814822,3827691,"NZ_CP051218.1|0|NZ_CP051218.1:3814822-3827691 NZ_CP051218.1 Salmonella sp. SCFS4 chromosome, complete genome",0
NZ_CP027753.1,2082210,2095625,"NZ_CP027753.1|0|NZ_CP027753.1:2082210-2095625 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4409743,4419109,"NZ_CP027753.1|0|NZ_CP027753.1:4409743-4419109 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,868035,876499,"NZ_CP027753.1|0|NZ_CP027753.1:868035-876499 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,825413,839180,"NZ_CP027753.1|0|NZ_CP027753.1:825413-839180 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4230272,4244931,"NZ_CP027753.1|0|NZ_CP027753.1:4230272-4244931 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3002479,3017214,"NZ_CP027753.1|0|NZ_CP027753.1:3002479-3017214 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4793288,4803250,"NZ_CP027753.1|0|NZ_CP027753.1:4793288-4803250 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1020989,1031968,"NZ_CP027753.1|0|NZ_CP027753.1:1020989-1031968 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4496284,4503533,"NZ_CP027753.1|0|NZ_CP027753.1:4496284-4503533 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6354260,6361509,"NZ_CP027753.1|0|NZ_CP027753.1:6354260-6361509 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6846002,6861562,"NZ_CP027753.1|0|NZ_CP027753.1:6846002-6861562 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6547617,6561309,"NZ_CP027753.1|0|NZ_CP027753.1:6547617-6561309 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5936177,5943426,"NZ_CP027753.1|0|NZ_CP027753.1:5936177-5943426 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2267555,2274906,"NZ_CP027753.1|0|NZ_CP027753.1:2267555-2274906 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1451182,1465566,"NZ_CP027753.1|0|NZ_CP027753.1:1451182-1465566 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4729426,4742073,"NZ_CP027753.1|0|NZ_CP027753.1:4729426-4742073 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6147044,6157490,"NZ_CP027753.1|0|NZ_CP027753.1:6147044-6157490 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,719819,728986,"NZ_CP027753.1|0|NZ_CP027753.1:719819-728986 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,32469,41510,"NZ_CP027753.1|0|NZ_CP027753.1:32469-41510 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5405309,5415666,"NZ_CP027753.1|0|NZ_CP027753.1:5405309-5415666 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5653340,5665961,"NZ_CP027753.1|0|NZ_CP027753.1:5653340-5665961 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2264686,2285105,"NZ_CP027753.1|0|NZ_CP027753.1:2264686-2285105 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3493003,3502589,"NZ_CP027753.1|0|NZ_CP027753.1:3493003-3502589 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1169022,1181833,"NZ_CP027753.1|0|NZ_CP027753.1:1169022-1181833 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4886443,4897439,"NZ_CP027753.1|0|NZ_CP027753.1:4886443-4897439 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1422534,1429783,"NZ_CP027753.1|0|NZ_CP027753.1:1422534-1429783 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5684891,5696327,"NZ_CP027753.1|0|NZ_CP027753.1:5684891-5696327 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6077066,6091407,"NZ_CP027753.1|0|NZ_CP027753.1:6077066-6091407 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1160477,1175669,"NZ_CP027753.1|0|NZ_CP027753.1:1160477-1175669 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2029596,2043530,"NZ_CP027753.1|0|NZ_CP027753.1:2029596-2043530 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1529500,1537316,"NZ_CP027753.1|0|NZ_CP027753.1:1529500-1537316 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4394284,4404330,"NZ_CP027753.1|0|NZ_CP027753.1:4394284-4404330 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3376454,3383703,"NZ_CP027753.1|0|NZ_CP027753.1:3376454-3383703 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4982368,4989958,"NZ_CP027753.1|0|NZ_CP027753.1:4982368-4989958 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,665578,674701,"NZ_CP027753.1|0|NZ_CP027753.1:665578-674701 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1918149,1925863,"NZ_CP027753.1|0|NZ_CP027753.1:1918149-1925863 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4602850,4621333,"NZ_CP027753.1|0|NZ_CP027753.1:4602850-4621333 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2423267,2434442,"NZ_CP027753.1|0|NZ_CP027753.1:2423267-2434442 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,120962,135249,"NZ_CP027753.1|0|NZ_CP027753.1:120962-135249 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3056609,3072750,"NZ_CP027753.1|0|NZ_CP027753.1:3056609-3072750 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3659792,3667630,"NZ_CP027753.1|0|NZ_CP027753.1:3659792-3667630 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4461485,4473614,"NZ_CP027753.1|0|NZ_CP027753.1:4461485-4473614 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,110869,120266,"NZ_CP027753.1|0|NZ_CP027753.1:110869-120266 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1715396,1735289,"NZ_CP027753.1|0|NZ_CP027753.1:1715396-1735289 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2992132,3000913,"NZ_CP027753.1|0|NZ_CP027753.1:2992132-3000913 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5770302,5783991,"NZ_CP027753.1|0|NZ_CP027753.1:5770302-5783991 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,486527,494040,"NZ_CP027753.1|0|NZ_CP027753.1:486527-494040 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,826954,839759,"NZ_CP027753.1|0|NZ_CP027753.1:826954-839759 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4787034,4796394,"NZ_CP027753.1|0|NZ_CP027753.1:4787034-4796394 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,478728,493168,"NZ_CP027753.1|0|NZ_CP027753.1:478728-493168 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4970597,4978607,"NZ_CP027753.1|0|NZ_CP027753.1:4970597-4978607 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3152895,3160383,"NZ_CP027753.1|0|NZ_CP027753.1:3152895-3160383 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6521812,6531578,"NZ_CP027753.1|0|NZ_CP027753.1:6521812-6531578 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2367846,2375095,"NZ_CP027753.1|0|NZ_CP027753.1:2367846-2375095 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2675615,2682864,"NZ_CP027753.1|0|NZ_CP027753.1:2675615-2682864 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4482723,4495922,"NZ_CP027753.1|0|NZ_CP027753.1:4482723-4495922 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4859238,4878376,"NZ_CP027753.1|0|NZ_CP027753.1:4859238-4878376 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,816315,830682,"NZ_CP027753.1|0|NZ_CP027753.1:816315-830682 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1336585,1348604,"NZ_CP027753.1|0|NZ_CP027753.1:1336585-1348604 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,369247,376496,"NZ_CP027753.1|0|NZ_CP027753.1:369247-376496 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5277128,5291696,"NZ_CP027753.1|0|NZ_CP027753.1:5277128-5291696 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,441534,451345,"NZ_CP027753.1|0|NZ_CP027753.1:441534-451345 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1146121,1157073,"NZ_CP027753.1|0|NZ_CP027753.1:1146121-1157073 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1119356,1129736,"NZ_CP027753.1|0|NZ_CP027753.1:1119356-1129736 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3635913,3652264,"NZ_CP027753.1|0|NZ_CP027753.1:3635913-3652264 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5866413,5885817,"NZ_CP027753.1|0|NZ_CP027753.1:5866413-5885817 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5806227,5817061,"NZ_CP027753.1|0|NZ_CP027753.1:5806227-5817061 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6389609,6406329,"NZ_CP027753.1|0|NZ_CP027753.1:6389609-6406329 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2119538,2132011,"NZ_CP027753.1|0|NZ_CP027753.1:2119538-2132011 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3349537,3377675,"NZ_CP027753.1|0|NZ_CP027753.1:3349537-3377675 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2324592,2333653,"NZ_CP027753.1|0|NZ_CP027753.1:2324592-2333653 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2472470,2492202,"NZ_CP027753.1|0|NZ_CP027753.1:2472470-2492202 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6227572,6242693,"NZ_CP027753.1|0|NZ_CP027753.1:6227572-6242693 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5610923,5629129,"NZ_CP027753.1|0|NZ_CP027753.1:5610923-5629129 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6472340,6486247,"NZ_CP027753.1|0|NZ_CP027753.1:6472340-6486247 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4252534,4265624,"NZ_CP027753.1|0|NZ_CP027753.1:4252534-4265624 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3509195,3520653,"NZ_CP027753.1|0|NZ_CP027753.1:3509195-3520653 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5204398,5215795,"NZ_CP027753.1|0|NZ_CP027753.1:5204398-5215795 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4567860,4575109,"NZ_CP027753.1|0|NZ_CP027753.1:4567860-4575109 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5306408,5313657,"NZ_CP027753.1|0|NZ_CP027753.1:5306408-5313657 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3649366,3657802,"NZ_CP027753.1|0|NZ_CP027753.1:3649366-3657802 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3738977,3752747,"NZ_CP027753.1|0|NZ_CP027753.1:3738977-3752747 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,731935,743285,"NZ_CP027753.1|0|NZ_CP027753.1:731935-743285 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3536051,3551884,"NZ_CP027753.1|0|NZ_CP027753.1:3536051-3551884 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6030402,6044333,"NZ_CP027753.1|0|NZ_CP027753.1:6030402-6044333 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5679635,5690345,"NZ_CP027753.1|0|NZ_CP027753.1:5679635-5690345 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6461761,6482612,"NZ_CP027753.1|0|NZ_CP027753.1:6461761-6482612 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,708830,722356,"NZ_CP027753.1|0|NZ_CP027753.1:708830-722356 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2426756,2434685,"NZ_CP027753.1|0|NZ_CP027753.1:2426756-2434685 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1784301,1793721,"NZ_CP027753.1|0|NZ_CP027753.1:1784301-1793721 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6439802,6453107,"NZ_CP027753.1|0|NZ_CP027753.1:6439802-6453107 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3309738,3329450,"NZ_CP027753.1|0|NZ_CP027753.1:3309738-3329450 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4898077,4910762,"NZ_CP027753.1|0|NZ_CP027753.1:4898077-4910762 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1183643,1199015,"NZ_CP027753.1|0|NZ_CP027753.1:1183643-1199015 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3056645,3063907,"NZ_CP027753.1|0|NZ_CP027753.1:3056645-3063907 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,515338,522587,"NZ_CP027753.1|0|NZ_CP027753.1:515338-522587 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1868646,1879766,"NZ_CP027753.1|0|NZ_CP027753.1:1868646-1879766 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6057050,6067374,"NZ_CP027753.1|0|NZ_CP027753.1:6057050-6067374 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4348147,4377238,"NZ_CP027753.1|0|NZ_CP027753.1:4348147-4377238 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4626461,4646609,"NZ_CP027753.1|0|NZ_CP027753.1:4626461-4646609 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2021924,2037728,"NZ_CP027753.1|0|NZ_CP027753.1:2021924-2037728 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1057306,1071903,"NZ_CP027753.1|0|NZ_CP027753.1:1057306-1071903 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,291924,301513,"NZ_CP027753.1|0|NZ_CP027753.1:291924-301513 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2348281,2363590,"NZ_CP027753.1|0|NZ_CP027753.1:2348281-2363590 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,5865925,5873174,"NZ_CP027753.1|0|NZ_CP027753.1:5865925-5873174 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4835685,4846002,"NZ_CP027753.1|0|NZ_CP027753.1:4835685-4846002 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,6308167,6328448,"NZ_CP027753.1|0|NZ_CP027753.1:6308167-6328448 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,4241174,4253588,"NZ_CP027753.1|0|NZ_CP027753.1:4241174-4253588 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3783504,3806021,"NZ_CP027753.1|0|NZ_CP027753.1:3783504-3806021 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3800181,3811210,"NZ_CP027753.1|0|NZ_CP027753.1:3800181-3811210 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1830930,1839805,"NZ_CP027753.1|0|NZ_CP027753.1:1830930-1839805 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,3705632,3712881,"NZ_CP027753.1|0|NZ_CP027753.1:3705632-3712881 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2331890,2341105,"NZ_CP027753.1|0|NZ_CP027753.1:2331890-2341105 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2053453,2064425,"NZ_CP027753.1|0|NZ_CP027753.1:2053453-2064425 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,2355501,2367721,"NZ_CP027753.1|0|NZ_CP027753.1:2355501-2367721 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1106593,1113842,"NZ_CP027753.1|0|NZ_CP027753.1:1106593-1113842 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1354378,1368529,"NZ_CP027753.1|0|NZ_CP027753.1:1354378-1368529 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,707342,719887,"NZ_CP027753.1|0|NZ_CP027753.1:707342-719887 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,1979868,1995374,"NZ_CP027753.1|0|NZ_CP027753.1:1979868-1995374 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
NZ_CP027753.1,357822,371963,"NZ_CP027753.1|0|NZ_CP027753.1:357822-371963 NZ_CP027753.1 Pseudomonas chlororaphis strain B25 chromosome, complete genome",0
